iter	RMSE
1669	58.59033799
1670	58.57244013
1671	58.56223997
1672	58.54982319
1673	58.53848822
1674	58.52391069
1675	58.51319377
1676	58.50277009
1677	58.48782004
1678	58.47525893
1679	58.46598265
1680	58.44873066
1681	58.43925863
1682	58.42146228
1683	58.40658998
1684	58.39985473
1685	58.39190284
1686	58.38303236
1687	58.37150612
1688	58.35924878
1689	58.34854821
1690	58.33185908
1691	58.32252161
1692	58.3056358
1693	58.29605
1694	58.28438585
1695	58.26961851
1696	58.25682646
1697	58.24156069
1698	58.22982521
1699	58.22112229
1700	58.2104705
1701	58.196745
1702	58.18643501
1703	58.17512819
1704	58.16384666
1705	58.15012941
1706	58.14126605
1707	58.12592866
1708	58.11281056
1709	58.10230404
1710	58.08718485
1711	58.07417915
1712	58.06627629
1713	58.05082544
1714	58.04394422
1715	58.03624113
1716	58.02321574
1717	58.01323048
1718	58.00195882
1719	57.99095519
1720	57.97718324
1721	57.96506595
1722	57.95350073
1723	57.94465697
1724	57.93543649
1725	57.92763341
1726	57.91787186
1727	57.90591337
1728	57.89667844
1729	57.88604706
1730	57.87899982
1731	57.87073598
1732	57.85959685
1733	57.84135953
1734	57.81946328
1735	57.81121305
1736	57.80218153
1737	57.78889863
1738	57.77965607
1739	57.76940173
1740	57.75863618
1741	57.7537441
1742	57.741483
1743	57.73496651
1744	57.72227204
1745	57.70941685
1746	57.69991768
1747	57.69008988
1748	57.68050991
1749	57.66790328
1750	57.65801733
1751	57.64272613
1752	57.63477244
1753	57.62598798
1754	57.61283931
1755	57.60455116
1756	57.59016759
1757	57.57694686
1758	57.56578699
1759	57.5567253
1760	57.54476679
1761	57.53458176
1762	57.52175134
1763	57.50827298
1764	57.49749469
1765	57.4877964
1766	57.47748443
1767	57.4643296
1768	57.44958806
1769	57.44113717
1770	57.4291713
1771	57.41801891
1772	57.40476968
1773	57.39818988
1774	57.38366263
1775	57.37378623
1776	57.35663226
1777	57.34334933
1778	57.32989875
1779	57.32170917
1780	57.31406246
1781	57.30170729
1782	57.29097945
1783	57.28152534
1784	57.26995332
1785	57.26023882
1786	57.24984397
1787	57.23938857
1788	57.22769625
1789	57.21564103
1790	57.20313321
1791	57.19848995
1792	57.18580782
1793	57.1761881
1794	57.15926577
1795	57.14931422
1796	57.13908669
1797	57.13284853
1798	57.1253109
1799	57.11566979
1800	57.10575825
1801	57.09635189
1802	57.08628853
1803	57.07966082
1804	57.06613128
1805	57.05424651
1806	57.04730675
1807	57.03625071
1808	57.02727872
1809	57.01783978
1810	57.00773451
1811	56.9925438
1812	56.98102253
1813	56.97219059
1814	56.96400853
1815	56.95390214
1816	56.94001696
1817	56.93181343
1818	56.92009726
1819	56.90811737
1820	56.89861651
1821	56.8835344
1822	56.87192356
1823	56.86295939
1824	56.85452817
1825	56.84151049
1826	56.83551258
1827	56.82344731
1828	56.8148864
1829	56.80540654
1830	56.79460467
1831	56.78185767
1832	56.76668538
1833	56.7559832
1834	56.74472669
1835	56.73035061
1836	56.72011237
1837	56.70615585
1838	56.69637859
1839	56.6854826
1840	56.67067954
1841	56.66175408
1842	56.65273971
1843	56.64334564
1844	56.63203567
1845	56.62157633
1846	56.61061792
1847	56.59978735
1848	56.58801939
1849	56.57598048
1850	56.56307962
1851	56.55365086
1852	56.54071945
1853	56.53097299
1854	56.51672644
1855	56.50240837
1856	56.49196182
1857	56.48369605
1858	56.4774846
1859	56.46677291
1860	56.45482428
1861	56.4442641
1862	56.43567967
1863	56.42575637
1864	56.4172173
1865	56.4052525
1866	56.39650052
1867	56.38932952
1868	56.37615903
1869	56.36579972
1870	56.35546121
1871	56.34447942
1872	56.33669439
1873	56.32705173
1874	56.31532332
1875	56.30191116
1876	56.29412309
1877	56.28231679
1878	56.27331552
1879	56.25357191
1880	56.24376147
1881	56.23386686
1882	56.21976403
1883	56.21080679
1884	56.20055642
1885	56.18846295
1886	56.17397582
1887	56.16267953
1888	56.15329744
1889	56.13918861
1890	56.12723862
1891	56.11426593
1892	56.10614117
1893	56.09710308
1894	56.08433726
1895	56.07662162
1896	56.06937263
1897	56.05975815
1898	56.04596814
1899	56.03483153
1900	56.02642125
1901	56.01716192
1902	56.00699602
1903	55.99424392
1904	55.98492215
1905	55.97613301
1906	55.96543108
1907	55.95503574
1908	55.94713936
1909	55.93574008
1910	55.92453863
1911	55.91714982
1912	55.90627357
1913	55.89722606
1914	55.8867465
1915	55.87224124
1916	55.86210048
1917	55.85404782
1918	55.84571053
1919	55.83222566
1920	55.82277943
1921	55.81342043
1922	55.80325752
1923	55.79337937
1924	55.78122343
1925	55.77124389
1926	55.7597427
1927	55.7510586
1928	55.7430903
1929	55.73419704
1930	55.72483463
1931	55.71746813
1932	55.70860522
1933	55.69710545
1934	55.68491413
1935	55.67489435
1936	55.66603903
1937	55.65364266
1938	55.64201658
1939	55.6319862
1940	55.62465052
1941	55.61566932
1942	55.60620644
1943	55.59566339
1944	55.59026456
1945	55.57981343
1946	55.56703236
1947	55.55512048
1948	55.5482122
1949	55.53405618
1950	55.52497393
1951	55.51819439
1952	55.5066811
1953	55.49516253
1954	55.48738514
1955	55.47886882
1956	55.46843706
1957	55.45957761
1958	55.44817038
1959	55.43542819
1960	55.42703082
1961	55.4169471
1962	55.40616602
1963	55.39244135
1964	55.37815022
1965	55.36738758
1966	55.35693482
1967	55.34839842
1968	55.33630077
1969	55.32943164
1970	55.31795422
1971	55.30655536
1972	55.30115722
1973	55.29278862
1974	55.28138169
1975	55.27438134
1976	55.26296771
1977	55.25652065
1978	55.24942743
1979	55.2391955
1980	55.23254011
1981	55.22058792
1982	55.21318889
1983	55.20469399
1984	55.20101237
1985	55.18971105
1986	55.18158924
1987	55.16917387
1988	55.16053015
1989	55.14714159
1990	55.13576252
1991	55.12768208
1992	55.11994277
1993	55.10809673
1994	55.093787
1995	55.08097444
1996	55.07023792
1997	55.06026892
1998	55.0536558
1999	55.04557201
2000	55.03436953
2001	55.02184537
2002	55.00863817
2003	54.99965522
2004	54.98865275
2005	54.9794106
2006	54.97069049
2007	54.95949893
2008	54.95294642
2009	54.94244391
2010	54.93152896
2011	54.92062638
2012	54.91374894
2013	54.90368453
2014	54.89256378
2015	54.88443005
2016	54.87399893
2017	54.86823766
2018	54.85974472
2019	54.85029428
2020	54.84181606
2021	54.83105896
2022	54.82412653
2023	54.8176366
2024	54.80946258
2025	54.80011142
2026	54.78954459
2027	54.78361974
2028	54.77293296
2029	54.76557564
2030	54.75731792
2031	54.74674283
2032	54.73744231
2033	54.72877131
2034	54.71814394
2035	54.71008658
2036	54.70193448
2037	54.69491844
2038	54.68772022
2039	54.67974025
2040	54.66900976
2041	54.65978378
2042	54.6476478
2043	54.63848552
2044	54.63306526
2045	54.62428987
2046	54.61612497
2047	54.60583587
2048	54.59321048
2049	54.58463667
2050	54.57764363
2051	54.57380837
2052	54.5631391
2053	54.55578573
2054	54.54876555
2055	54.53882437
2056	54.5313211
2057	54.5244884
2058	54.51351029
2059	54.50564563
2060	54.49285031
2061	54.48664668
2062	54.47917732
2063	54.47274317
2064	54.46369533
2065	54.45592331
2066	54.44887263
2067	54.4361139
2068	54.42583484
2069	54.41584181
2070	54.40366024
2071	54.40011252
2072	54.39391007
2073	54.38335253
2074	54.37825089
2075	54.36773736
2076	54.35215301
2077	54.34297622
2078	54.33586086
2079	54.32466213
2080	54.31391743
2081	54.30383608
2082	54.29314027
2083	54.28316405
2084	54.26965333
2085	54.2622484
2086	54.25460079
2087	54.24760353
2088	54.24012189
2089	54.23164853
2090	54.22008619
2091	54.21557381
2092	54.20906708
2093	54.19890132
2094	54.19105002
2095	54.18217057
2096	54.17489537
2097	54.16499184
2098	54.15254123
2099	54.14377656
2100	54.13631011
2101	54.12829316
2102	54.11788176
2103	54.10858249
2104	54.0985279
2105	54.09056744
2106	54.08238996
2107	54.07217969
2108	54.06120438
2109	54.05336562
2110	54.04235986
2111	54.02989283
2112	54.02310326
2113	54.01177456
2114	54.00595979
2115	53.99883852
2116	53.99094628
2117	53.98090829
2118	53.97163875
2119	53.96652189
2120	53.96010662
2121	53.95114175
2122	53.94351228
2123	53.93131593
2124	53.92387344
2125	53.91306665
2126	53.90493641
2127	53.89452637
2128	53.88627463
2129	53.87509524
2130	53.86177607
2131	53.85284827
2132	53.84659169
2133	53.83886721
2134	53.82700067
2135	53.81979926
2136	53.81132212
2137	53.80023415
2138	53.79051135
2139	53.78322479
2140	53.7728685
2141	53.76712604
2142	53.75727232
2143	53.74853244
2144	53.74115985
2145	53.73269113
2146	53.7244443
2147	53.71754766
2148	53.70563644
2149	53.69421395
2150	53.68655691
2151	53.6770429
2152	53.66564412
2153	53.65849556
2154	53.64778733
2155	53.64075265
2156	53.63387506
2157	53.62496001
2158	53.61218118
2159	53.60576825
2160	53.59508528
2161	53.58553414
2162	53.57562912
2163	53.56648348
2164	53.55724969
2165	53.54977313
2166	53.54471152
2167	53.53648054
2168	53.52916537
2169	53.51866431
2170	53.50881265
2171	53.49901597
2172	53.48974662
2173	53.47924978
2174	53.47198061
2175	53.46509028
2176	53.45823197
2177	53.45145055
2178	53.4445127
2179	53.43610769
2180	53.4288506
2181	53.42109266
2182	53.41471367
2183	53.40732194
2184	53.39701253
2185	53.38224711
2186	53.37366452
2187	53.36372916
2188	53.35587784
2189	53.34214724
2190	53.33469149
2191	53.32276072
2192	53.31562617
2193	53.30903659
2194	53.2999622
2195	53.29205348
2196	53.28206689
2197	53.27583932
2198	53.26769287
2199	53.25587921
2200	53.24823721
2201	53.23726324
2202	53.22572221
2203	53.21920262
2204	53.21090626
2205	53.20274987
2206	53.19469443
2207	53.18831233
2208	53.17663138
2209	53.16520953
2210	53.15831854
2211	53.14719061
2212	53.13832933
2213	53.12506924
2214	53.11908215
2215	53.10921358
2216	53.09718095
2217	53.08857938
2218	53.08087714
2219	53.07216146
2220	53.06407715
2221	53.05448467
2222	53.04385346
2223	53.03795972
2224	53.02699349
2225	53.01634471
2226	53.00609802
2227	52.99592479
2228	52.98636222
2229	52.97824068
2230	52.96747341
2231	52.96138397
2232	52.94835741
2233	52.94064081
2234	52.93427944
2235	52.92260284
2236	52.91451684
2237	52.90891091
2238	52.89965
2239	52.89031794
2240	52.88390515
2241	52.87297049
2242	52.86607166
2243	52.85411377
2244	52.84652865
2245	52.83907862
2246	52.83254763
2247	52.82353064
2248	52.80758142
2249	52.80050445
2250	52.79183031
2251	52.7837576
2252	52.7740263
2253	52.76559024
2254	52.75810454
2255	52.75116037
2256	52.74570685
2257	52.73983132
2258	52.73422502
2259	52.72300758
2260	52.71714166
2261	52.70704614
2262	52.69822918
2263	52.68967173
2264	52.68235128
2265	52.67019989
2266	52.66363581
2267	52.6543348
2268	52.64841871
2269	52.64151171
2270	52.63173892
2271	52.6228668
2272	52.61186876
2273	52.60456484
2274	52.59869788
2275	52.59241372
2276	52.58337075
2277	52.57477332
2278	52.56938667
2279	52.56068047
2280	52.55499116
2281	52.54367764
2282	52.53580421
2283	52.52808484
2284	52.51800169
2285	52.50767603
2286	52.50010482
2287	52.49346769
2288	52.48875814
2289	52.48014521
2290	52.47395351
2291	52.46229334
2292	52.45406931
2293	52.44386217
2294	52.43576943
2295	52.42884052
2296	52.42043127
2297	52.41073624
2298	52.40204336
2299	52.39626358
2300	52.38893265
2301	52.3790242
2302	52.36889098
2303	52.36300677
2304	52.35637669
2305	52.34756787
2306	52.34028206
2307	52.33022995
2308	52.32039596
2309	52.30851202
2310	52.29330472
2311	52.28736919
2312	52.2793501
2313	52.26957078
2314	52.26177843
2315	52.25437356
2316	52.24318776
2317	52.23761386
2318	52.22625302
2319	52.21869613
2320	52.21341974
2321	52.20206282
2322	52.19535409
2323	52.18419854
2324	52.17760091
2325	52.17166141
2326	52.16219297
2327	52.15381738
2328	52.14723737
2329	52.14184641
2330	52.13277744
2331	52.12516097
2332	52.11438928
2333	52.10601828
2334	52.09945065
2335	52.08887317
2336	52.08287443
2337	52.07298451
2338	52.06193789
2339	52.05529404
2340	52.0486985
2341	52.04165967
2342	52.03721652
2343	52.03139314
2344	52.02199138
2345	52.01471838
2346	52.00490467
2347	51.9953013
2348	51.98608372
2349	51.97930713
2350	51.97114205
2351	51.96222484
2352	51.95333072
2353	51.94338228
2354	51.93785009
2355	51.92958304
2356	51.9217058
2357	51.91446803
2358	51.90514676
2359	51.89669271
2360	51.88943296
2361	51.88056643
2362	51.87586905
2363	51.86873894
2364	51.85847518
2365	51.85277975
2366	51.84381442
2367	51.8370038
2368	51.83118261
2369	51.82363907
2370	51.81392496
2371	51.80391579
2372	51.79677578
2373	51.78931368
2374	51.78224886
2375	51.77740513
2376	51.77201428
2377	51.7630504
2378	51.75628014
2379	51.75172751
2380	51.74200608
2381	51.73456235
2382	51.7276678
2383	51.71813663
2384	51.71194027
2385	51.70464066
2386	51.69913396
2387	51.69127419
2388	51.68133873
2389	51.67409823
2390	51.66749736
2391	51.65774924
2392	51.65186296
2393	51.63760803
2394	51.62975592
2395	51.6226321
2396	51.61718015
2397	51.60713437
2398	51.60053888
2399	51.59322506
2400	51.58712684
2401	51.57561186
2402	51.56871776
2403	51.56078073
2404	51.55603871
2405	51.55023231
2406	51.54176969
2407	51.53432652
2408	51.52617782
2409	51.5198125
2410	51.51351779
2411	51.50695688
2412	51.49616765
2413	51.49010607
2414	51.48365398
2415	51.47647577
2416	51.46859286
2417	51.4639309
2418	51.45768062
2419	51.4486107
2420	51.44140273
2421	51.43479686
2422	51.42587371
2423	51.4214411
2424	51.41422465
2425	51.40569142
2426	51.39603987
2427	51.38707732
2428	51.37839175
2429	51.36895764
2430	51.3614365
2431	51.35482035
2432	51.34947543
2433	51.33898483
2434	51.33364293
2435	51.32546082
2436	51.31996796
2437	51.31360822
2438	51.30716043
2439	51.30177315
2440	51.29196799
2441	51.28757525
2442	51.2819271
2443	51.27466919
2444	51.2693206
2445	51.25951859
2446	51.25308895
2447	51.2449517
2448	51.2357068
2449	51.23049148
2450	51.22341358
2451	51.21720108
2452	51.20785593
2453	51.20296567
2454	51.19689592
2455	51.1902257
2456	51.17894948
2457	51.17366744
2458	51.16674731
2459	51.15913862
2460	51.15259165
2461	51.14536697
2462	51.14048637
2463	51.13310206
2464	51.12288921
2465	51.11574323
2466	51.10977263
2467	51.10426754
2468	51.09912016
2469	51.09063132
2470	51.08323354
2471	51.07147501
2472	51.06416214
2473	51.05411403
2474	51.04657
2475	51.03951985
2476	51.03143158
2477	51.02464102
2478	51.01811283
2479	51.01376233
2480	51.00576559
2481	51.00085752
2482	50.99175966
2483	50.9842503
2484	50.97547884
2485	50.96748394
2486	50.9594721
2487	50.95018482
2488	50.94225814
2489	50.93282958
2490	50.92813741
2491	50.92256244
2492	50.91819122
2493	50.9101088
2494	50.90091775
2495	50.88890186
2496	50.88267522
2497	50.87425242
2498	50.86406777
2499	50.85701748
2500	50.84860615
2501	50.84204278
2502	50.83479598
2503	50.82781084
2504	50.82135176
2505	50.81463225
2506	50.80658686
2507	50.79767455
2508	50.7878492
2509	50.78010187
2510	50.77054871
2511	50.76164267
2512	50.75413078
2513	50.74912591
2514	50.74117413
2515	50.73304617
2516	50.72403582
2517	50.7148079
2518	50.70775577
2519	50.70262333
2520	50.69831672
2521	50.69225594
2522	50.68693422
2523	50.68030889
2524	50.67365588
2525	50.66872195
2526	50.66323048
2527	50.65873587
2528	50.64727029
2529	50.64096816
2530	50.63428313
2531	50.62713925
2532	50.61794262
2533	50.61380731
2534	50.60501114
2535	50.59438671
2536	50.58777139
2537	50.58313414
2538	50.57711963
2539	50.57050521
2540	50.56375078
2541	50.55773871
2542	50.55326951
2543	50.54353112
2544	50.53644402
2545	50.52731949
2546	50.52125086
2547	50.51439646
2548	50.50732427
2549	50.49878662
2550	50.49094267
2551	50.4843328
2552	50.47574849
2553	50.46866296
2554	50.46236071
2555	50.45377267
2556	50.44801532
2557	50.44317662
2558	50.43366744
2559	50.42416439
2560	50.41819117
2561	50.41233144
2562	50.40678507
2563	50.40096367
2564	50.39331709
2565	50.3854123
2566	50.38052791
2567	50.37447175
2568	50.36927359
2569	50.36411301
2570	50.35722134
2571	50.35010167
2572	50.34358447
2573	50.33755087
2574	50.33110988
2575	50.32633778
2576	50.31846219
2577	50.30953333
2578	50.3040694
2579	50.29519363
2580	50.28425411
2581	50.27365732
2582	50.26967659
2583	50.26041296
2584	50.25289933
2585	50.24661138
2586	50.2410881
2587	50.23249406
2588	50.22519274
2589	50.21755602
2590	50.21333837
2591	50.20278713
2592	50.19703922
2593	50.1906726
2594	50.18231846
2595	50.17457642
2596	50.16800136
2597	50.1584432
2598	50.14949701
2599	50.14520827
2600	50.13951277
2601	50.13077053
2602	50.1256125
2603	50.11670991
2604	50.10799561
2605	50.10365704
2606	50.09340669
2607	50.08683534
2608	50.07720581
2609	50.06881038
2610	50.06040078
2611	50.05507737
2612	50.04632518
2613	50.04050338
2614	50.03579144
2615	50.02637423
2616	50.01971416
2617	50.01229865
2618	50.00207115
2619	49.99180317
2620	49.9844427
2621	49.97893363
2622	49.9706625
2623	49.9631869
2624	49.95363596
2625	49.94711346
2626	49.93750021
2627	49.93316764
2628	49.92235219
2629	49.91325316
2630	49.90914276
2631	49.90360936
2632	49.89706269
2633	49.88801354
2634	49.87974015
2635	49.8725491
2636	49.86582359
2637	49.8585231
2638	49.85379877
2639	49.84466959
2640	49.8366136
2641	49.83192731
2642	49.820793
2643	49.81589497
2644	49.80749563
2645	49.80003247
2646	49.7939892
2647	49.78722577
2648	49.77725238
2649	49.7687678
2650	49.76336018
2651	49.75688664
2652	49.74856091
2653	49.74099729
2654	49.73409001
2655	49.72997123
2656	49.72193204
2657	49.71356346
2658	49.70691938
2659	49.69767312
2660	49.69285145
2661	49.68683054
2662	49.68097627
2663	49.67251066
2664	49.66647602
2665	49.65821885
2666	49.65314538
2667	49.64753192
2668	49.64012041
2669	49.63135142
2670	49.62386499
2671	49.61610348
2672	49.60642448
2673	49.60194049
2674	49.5962229
2675	49.58885369
2676	49.58268955
2677	49.57392492
2678	49.56801054
2679	49.56007574
2680	49.55580052
2681	49.54793154
2682	49.54216092
2683	49.53273218
2684	49.52586689
2685	49.51731825
2686	49.5098727
2687	49.50154258
2688	49.49432404
2689	49.48805927
2690	49.48303621
2691	49.4738887
2692	49.46900805
2693	49.46193186
2694	49.45676874
2695	49.45096484
2696	49.44193592
2697	49.43587313
2698	49.42827298
2699	49.42152907
2700	49.41498972
2701	49.40604646
2702	49.4005344
2703	49.39014946
2704	49.38416288
2705	49.37944984
2706	49.37367734
2707	49.3685228
2708	49.35804851
2709	49.35034403
2710	49.33929387
2711	49.33293486
2712	49.32761074
2713	49.31758817
2714	49.30895802
2715	49.30284645
2716	49.29566856
2717	49.28866157
2718	49.27763003
2719	49.27036409
2720	49.26346386
2721	49.25842277
2722	49.25277406
2723	49.24460176
2724	49.23850818
2725	49.22961082
2726	49.22400103
2727	49.21799424
2728	49.21198023
2729	49.2075724
2730	49.20019374
2731	49.19325278
2732	49.18555012
2733	49.17808524
2734	49.16995906
2735	49.1624105
2736	49.15375148
2737	49.14719439
2738	49.13983595
2739	49.13200612
2740	49.12674811
2741	49.12084011
2742	49.11240981
2743	49.10318512
2744	49.09564583
2745	49.08676492
2746	49.08001155
2747	49.07225853
2748	49.06303281
2749	49.05788475
2750	49.05175819
2751	49.04555263
2752	49.03860772
2753	49.03329404
2754	49.02730139
2755	49.02261113
2756	49.01332386
2757	49.00444435
2758	48.9980941
2759	48.99119305
2760	48.98553474
2761	48.97986762
2762	48.9736709
2763	48.9669999
2764	48.96117877
2765	48.95367967
2766	48.94905749
2767	48.94332896
2768	48.93561637
2769	48.92924411
2770	48.9249007
2771	48.91919876
2772	48.91311532
2773	48.9078207
2774	48.90267264
2775	48.89717251
2776	48.89019835
2777	48.8850697
2778	48.87924862
2779	48.87549784
2780	48.86847314
2781	48.86366291
2782	48.85962458
2783	48.85227355
2784	48.8436774
2785	48.83621101
2786	48.8310374
2787	48.82682771
2788	48.81973377
2789	48.80961347
2790	48.8056755
2791	48.79939932
2792	48.79326817
2793	48.78815719
2794	48.78126578
2795	48.7729735
2796	48.76617339
2797	48.75952156
2798	48.75181432
2799	48.74765519
2800	48.7419965
2801	48.73677187
2802	48.73096097
2803	48.72522322
2804	48.72010346
2805	48.71240477
2806	48.70622162
2807	48.69763746
2808	48.69256406
2809	48.68486593
2810	48.67819313
2811	48.67309307
2812	48.66656815
2813	48.6598419
2814	48.6548648
2815	48.64821089
2816	48.64134897
2817	48.63260868
2818	48.62432721
2819	48.61896826
2820	48.61294921
2821	48.60596387
2822	48.59917166
2823	48.59277667
2824	48.5869107
2825	48.58016026
2826	48.57487708
2827	48.56850193
2828	48.56152008
2829	48.55949004
2830	48.55588909
2831	48.54817259
2832	48.54435176
2833	48.53645717
2834	48.52991882
2835	48.52275182
2836	48.51769309
2837	48.51221193
2838	48.5050077
2839	48.49773975
2840	48.49193813
2841	48.4863238
2842	48.48016954
2843	48.47083112
2844	48.46197429
2845	48.45476589
2846	48.44795908
2847	48.43953546
2848	48.43438551
2849	48.42539323
2850	48.41978274
2851	48.41294294
2852	48.40809735
2853	48.40267151
2854	48.39708977
2855	48.39112738
2856	48.38718014
2857	48.38217003
2858	48.37687515
2859	48.36900115
2860	48.36458263
2861	48.35966938
2862	48.35171487
2863	48.34787686
2864	48.34291064
2865	48.33607484
2866	48.32945314
2867	48.32141093
2868	48.31590585
2869	48.31084201
2870	48.30266925
2871	48.29771328
2872	48.29101181
2873	48.28317018
2874	48.27851527
2875	48.27657269
2876	48.27045132
2877	48.26275544
2878	48.25672012
2879	48.25128388
2880	48.24086534
2881	48.23477093
2882	48.22919296
2883	48.22100802
2884	48.21578498
2885	48.20752976
2886	48.20133493
2887	48.19610146
2888	48.18654871
2889	48.1798434
2890	48.17345415
2891	48.16572286
2892	48.1591541
2893	48.15183893
2894	48.14773591
2895	48.14073289
2896	48.13571707
2897	48.13377703
2898	48.12877875
2899	48.12295092
2900	48.11641122
2901	48.1111735
2902	48.10570419
2903	48.09845237
2904	48.08872394
2905	48.08147455
2906	48.07509551
2907	48.06930608
2908	48.06418299
2909	48.05859521
2910	48.05058753
2911	48.04461543
2912	48.03826145
2913	48.03401057
2914	48.02833771
2915	48.02163362
2916	48.01536985
2917	48.00785291
2918	48.00189214
2919	47.99726492
2920	47.99033824
2921	47.98599815
2922	47.9807012
2923	47.9757003
2924	47.9693822
2925	47.9644618
2926	47.9601127
2927	47.9572353
2928	47.95483623
2929	47.95075137
2930	47.9453338
2931	47.93775084
2932	47.93240853
2933	47.92660019
2934	47.92066102
2935	47.91558712
2936	47.91091485
2937	47.90289416
2938	47.89791352
2939	47.89211436
2940	47.88706247
2941	47.8800564
2942	47.87450224
2943	47.86690138
2944	47.86264029
2945	47.85509101
2946	47.84910954
2947	47.84464133
2948	47.83894268
2949	47.8306174
2950	47.82319848
2951	47.81793701
2952	47.8106315
2953	47.8054924
2954	47.80021727
2955	47.79511552
2956	47.79010357
2957	47.78455234
2958	47.77687358
2959	47.76785628
2960	47.76255188
2961	47.75828651
2962	47.75176886
2963	47.74584143
2964	47.74108723
2965	47.73435284
2966	47.72894254
2967	47.72302568
2968	47.7180648
2969	47.71221864
2970	47.7049422
2971	47.69777192
2972	47.69091575
2973	47.68408709
2974	47.67977948
2975	47.67170314
2976	47.66648868
2977	47.66052548
2978	47.65729111
2979	47.65374615
2980	47.64610336
2981	47.6392817
2982	47.63451351
2983	47.62749211
2984	47.62284194
2985	47.61692533
2986	47.61072418
2987	47.60359346
2988	47.59790626
2989	47.58924985
2990	47.5818874
2991	47.57562118
2992	47.56695736
2993	47.56149103
2994	47.55738415
2995	47.55165611
2996	47.54555575
2997	47.53961607
2998	47.53587395
2999	47.53047638
3000	47.52365495
3001	47.51809446
3002	47.51326868
3003	47.50574802
3004	47.49919909
3005	47.49275867
3006	47.48362512
3007	47.4801918
3008	47.47379596
3009	47.46584796
3010	47.45940807
3011	47.45417533
3012	47.44498548
3013	47.43710007
3014	47.43286611
3015	47.42802491
3016	47.41975058
3017	47.41445951
3018	47.40566673
3019	47.39947505
3020	47.39573874
3021	47.3903522
3022	47.3840421
3023	47.37748309
3024	47.3726683
3025	47.36392347
3026	47.35469584
3027	47.34957817
3028	47.34334876
3029	47.33869601
3030	47.33358506
3031	47.32725388
3032	47.31881155
3033	47.31341963
3034	47.309445
3035	47.30395398
3036	47.29736696
3037	47.29031241
3038	47.28441675
3039	47.27469668
3040	47.26932849
3041	47.26099253
3042	47.25771052
3043	47.25196308
3044	47.24651276
3045	47.24161185
3046	47.23596908
3047	47.23022745
3048	47.22121412
3049	47.21303393
3050	47.20718621
3051	47.19905271
3052	47.19367421
3053	47.18677021
3054	47.18120391
3055	47.17499803
3056	47.17003375
3057	47.16232614
3058	47.15541754
3059	47.14960675
3060	47.14248769
3061	47.13540995
3062	47.12955938
3063	47.12341286
3064	47.11715695
3065	47.11065582
3066	47.10470033
3067	47.09662214
3068	47.09045944
3069	47.0851857
3070	47.08179294
3071	47.07448869
3072	47.0692896
3073	47.0648221
3074	47.06057843
3075	47.05569723
3076	47.05098036
3077	47.0444293
3078	47.03657192
3079	47.03084164
3080	47.02630419
3081	47.02104366
3082	47.01201063
3083	47.0081908
3084	47.00297247
3085	46.99812782
3086	46.99134991
3087	46.98502025
3088	46.98066217
3089	46.97145627
3090	46.96858299
3091	46.96027367
3092	46.95564086
3093	46.95075556
3094	46.94701419
3095	46.94366084
3096	46.93719019
3097	46.93307297
3098	46.9263027
3099	46.91907989
3100	46.91529339
3101	46.90924833
3102	46.9057849
3103	46.90133763
3104	46.89540841
3105	46.88945286
3106	46.88489149
3107	46.88088053
3108	46.87659633
3109	46.86842423
3110	46.86027459
3111	46.85422414
3112	46.84741176
3113	46.84226939
3114	46.83433883
3115	46.82824406
3116	46.82366136
3117	46.81633562
3118	46.80930251
3119	46.80494514
3120	46.79910963
3121	46.79169803
3122	46.78606593
3123	46.781556
3124	46.77590046
3125	46.77089725
3126	46.76447279
3127	46.76028051
3128	46.75665386
3129	46.75177684
3130	46.74608691
3131	46.7378287
3132	46.73326621
3133	46.72596223
3134	46.7215526
3135	46.7170142
3136	46.71168632
3137	46.70420949
3138	46.69995188
3139	46.69599866
3140	46.69109304
3141	46.68660648
3142	46.68203556
3143	46.67757211
3144	46.67117592
3145	46.66735046
3146	46.66288389
3147	46.65918626
3148	46.65395631
3149	46.64866579
3150	46.64320155
3151	46.63897095
3152	46.6340199
3153	46.62940782
3154	46.62267749
3155	46.61721191
3156	46.6134695
3157	46.60978682
3158	46.60566984
3159	46.60054026
3160	46.59389326
3161	46.59066208
3162	46.58631858
3163	46.57961635
3164	46.57554133
3165	46.56937663
3166	46.56311839
3167	46.55797038
3168	46.55287333
3169	46.54614739
3170	46.53942219
3171	46.53407054
3172	46.52864095
3173	46.52072911
3174	46.51762518
3175	46.5098507
3176	46.50331625
3177	46.50024555
3178	46.49521267
3179	46.48885502
3180	46.48363687
3181	46.47734128
3182	46.47108786
3183	46.46529817
3184	46.46147297
3185	46.45622076
3186	46.45044299
3187	46.44348531
3188	46.43894728
3189	46.4332018
3190	46.42757271
3191	46.42232355
3192	46.41653468
3193	46.40874499
3194	46.40103153
3195	46.396946
3196	46.39174853
3197	46.38635399
3198	46.38197585
3199	46.37664051
3200	46.37018384
3201	46.3639401
3202	46.35769035
3203	46.3522125
3204	46.34619923
3205	46.34111339
3206	46.33583891
3207	46.3309918
3208	46.32420257
3209	46.31776449
3210	46.31406003
3211	46.30969749
3212	46.30287407
3213	46.2944608
3214	46.28745549
3215	46.28362768
3216	46.27853324
3217	46.27306502
3218	46.2681353
3219	46.26242045
3220	46.25877724
3221	46.25060142
3222	46.2450158
3223	46.23972172
