iter	RMSE
187	112.056273
188	111.8052649
189	111.6757692
190	111.5404292
191	111.3890029
192	111.205839
193	110.9918868
194	110.8158818
195	110.6532912
196	110.4849387
197	110.3598634
198	110.2000883
199	110.0331176
200	109.8819658
201	109.7322903
202	109.5340301
203	109.3453491
204	109.1676445
205	109.0013573
206	108.8659768
207	108.7305747
208	108.5728203
209	108.4335248
210	108.317708
211	108.1156707
212	108.0041501
213	107.8440935
214	107.7395644
215	107.6283376
216	107.5123375
217	107.3647321
218	107.2272673
219	107.1289608
220	106.9987254
221	106.8838253
222	106.7501931
223	106.5320296
224	106.419715
225	106.2861853
226	106.0832815
227	105.9743601
228	105.8874733
229	105.744943
230	105.6385003
231	105.5371078
232	105.4255109
233	105.2901676
234	105.1801451
235	105.0730328
236	104.9499974
237	104.7722246
238	104.6190049
239	104.5054422
240	104.4041808
241	104.2709776
242	104.1415962
243	103.9683717
244	103.8601699
245	103.762939
246	103.5861484
247	103.4957859
248	103.4064546
249	103.2965249
250	103.201118
251	103.0559554
252	102.9605431
253	102.8739895
254	102.7840246
255	102.6649995
256	102.5255411
257	102.3833814
258	102.3132574
259	102.2109318
260	102.0726233
261	101.9014116
262	101.8156632
263	101.7371388
264	101.6523718
265	101.5569288
266	101.4951765
267	101.3784868
268	101.2594898
269	101.1841748
270	101.104094
271	101.0121411
272	100.9052064
273	100.8192356
274	100.6472549
275	100.5127351
276	100.4192025
277	100.3354481
278	100.2729628
279	100.187305
280	100.1189649
281	100.0044397
282	99.9162696
283	99.85121912
284	99.77352696
285	99.68372177
286	99.57064879
287	99.39104112
288	99.32246871
289	99.19190415
290	99.1119818
291	99.02664707
292	98.93552714
293	98.86001387
294	98.79396039
295	98.72449059
296	98.66414533
297	98.52414922
298	98.41500832
299	98.29209176
300	98.15142487
301	98.08708523
302	97.98391686
303	97.92054167
304	97.82813978
305	97.75826825
306	97.69262542
307	97.62476331
308	97.56323632
309	97.42904069
310	97.35532195
311	97.26338265
312	97.20027795
313	97.09752431
314	97.0312631
315	96.98039733
316	96.89931432
317	96.78609107
318	96.69601168
319	96.65088591
320	96.58811278
321	96.52244283
322	96.47426906
323	96.37277886
324	96.28622215
325	96.22040932
326	96.09163046
327	96.03386674
328	95.96427176
329	95.90757841
330	95.85022093
331	95.7770834
332	95.65575196
333	95.58016699
334	95.51257857
335	95.44604465
336	95.38951937
337	95.3230975
338	95.26754664
339	95.21114044
340	95.16138539
341	95.10968771
342	95.03723209
343	94.95133732
344	94.88631078
345	94.84262364
346	94.75557032
347	94.70607908
348	94.63885652
349	94.58086489
350	94.51521126
351	94.47266258
352	94.40609699
353	94.35284324
354	94.28151218
355	94.22549659
356	94.17284707
357	94.08508906
358	94.01023813
359	93.94756944
360	93.89706651
361	93.82457089
362	93.77936269
363	93.7041481
364	93.6266802
365	93.55578338
366	93.4989978
367	93.43208081
368	93.37300746
369	93.28466841
370	93.23298659
371	93.19625934
372	93.14445637
373	93.05258044
374	92.98785284
375	92.94753305
376	92.89560514
377	92.85733586
378	92.80192522
379	92.77448671
380	92.72434851
381	92.66623207
382	92.60712258
383	92.55973732
384	92.50871181
385	92.43252209
386	92.39471172
387	92.33951874
388	92.2832739
389	92.22864185
390	92.16325579
391	92.11325359
392	92.03536395
393	91.97430868
394	91.88617721
395	91.83104425
396	91.78162415
397	91.72029885
398	91.6690189
399	91.59797897
400	91.53944438
401	91.50044013
402	91.45047768
403	91.37794494
404	91.31591778
405	91.23634496
406	91.18275513
407	91.11131851
408	91.03966424
409	90.96112954
410	90.91845825
411	90.85051354
412	90.73538172
413	90.64981712
414	90.60888754
415	90.55533251
416	90.51211659
417	90.44786215
418	90.39386502
419	90.34465345
420	90.27466501
421	90.19534365
422	90.15026659
423	90.11520722
424	90.04529261
425	89.96013813
426	89.92379547
427	89.82607286
428	89.77717344
429	89.73810529
430	89.68826291
431	89.65848758
432	89.61207698
433	89.56987341
434	89.53240792
435	89.47676107
436	89.43867374
437	89.3712787
438	89.32194413
439	89.26776033
440	89.19220124
441	89.13236302
442	89.09834964
443	89.05194518
444	89.00447094
445	88.95250978
446	88.92281536
447	88.88390778
448	88.83529615
449	88.7497266
450	88.68823402
451	88.61545773
452	88.54794899
453	88.50793717
454	88.478755
455	88.44400573
456	88.39761594
457	88.35370659
458	88.32469795
459	88.28959464
460	88.23203674
461	88.18065403
462	88.15264778
463	88.09804975
464	88.04949095
465	88.00837314
466	87.93600886
467	87.90394465
468	87.83626407
469	87.77952376
470	87.74691036
471	87.71038717
472	87.66526539
473	87.62585783
474	87.59962374
475	87.57162157
476	87.52711882
477	87.49231324
478	87.4517709
479	87.3997575
480	87.37331643
481	87.321791
482	87.27085445
483	87.22783344
484	87.18858764
485	87.15333496
486	87.12200319
487	87.06700128
488	87.00200365
489	86.91805846
490	86.86951009
491	86.78488399
492	86.7547536
493	86.70541299
494	86.66422208
495	86.63745687
496	86.60637419
497	86.55669776
498	86.52810676
499	86.43901758
500	86.39455699
501	86.35315114
502	86.32234028
503	86.29863384
504	86.21539482
505	86.18285003
506	86.16043031
507	86.12056811
508	86.0677688
509	86.01615658
510	85.97446806
511	85.90357347
512	85.86463863
513	85.82159463
514	85.77709364
515	85.73165564
516	85.68502905
517	85.62767745
518	85.58042994
519	85.55161735
520	85.52286983
521	85.47396677
522	85.43004088
523	85.39961223
524	85.37783338
525	85.32968673
526	85.30141929
527	85.27068971
528	85.23961889
529	85.17895258
530	85.14637972
531	85.125032
532	85.08993917
533	85.04867655
534	85.01389077
535	84.98255672
536	84.96588792
537	84.92455749
538	84.89777496
539	84.85301562
540	84.80906602
541	84.7841896
542	84.71938464
543	84.66966623
544	84.62810044
545	84.59024201
546	84.57016821
547	84.5294388
548	84.47085208
549	84.42648005
550	84.38549558
551	84.33925097
552	84.29480208
553	84.24916059
554	84.21751164
555	84.18041452
556	84.12738212
557	84.10532327
558	84.06426212
559	84.01385911
560	83.98348855
561	83.96446566
562	83.92719954
563	83.89080129
564	83.85173659
565	83.80370536
566	83.77554145
567	83.7504306
568	83.71290111
569	83.66579164
570	83.6291649
571	83.59793921
572	83.56972126
573	83.51547012
574	83.47770857
575	83.43507752
576	83.39081398
577	83.33392124
578	83.2870006
579	83.2578207
580	83.22774679
581	83.18225414
582	83.15217598
583	83.09697104
584	83.07626695
585	83.04621972
586	83.01575326
587	82.98606949
588	82.96267024
589	82.93517318
590	82.89891031
591	82.87012631
592	82.83708184
593	82.80749237
594	82.78398083
595	82.72176878
596	82.69005734
597	82.66647372
598	82.58790336
599	82.56053326
600	82.52345085
601	82.48693331
602	82.44669919
603	82.39200747
604	82.37208904
605	82.34691529
606	82.32042076
607	82.25047477
608	82.2243031
609	82.19727493
610	82.14533318
611	82.11106229
612	82.07077249
613	82.02594818
614	81.98672435
615	81.95471289
616	81.93118303
617	81.89150767
618	81.84794885
619	81.82749543
620	81.77666019
621	81.73535651
622	81.71784924
623	81.67265112
624	81.64475093
625	81.60375279
626	81.55968346
627	81.49205139
628	81.47435446
629	81.44656697
630	81.39975277
631	81.37792916
632	81.36262477
633	81.33836532
634	81.30016295
635	81.26302093
636	81.23048805
637	81.20746508
638	81.17170689
639	81.12252252
640	81.08574875
641	81.06444025
642	81.02320373
643	80.98901873
644	80.97046933
645	80.94031205
646	80.90565326
647	80.86978535
648	80.84487167
649	80.81217441
650	80.76493706
651	80.72222827
652	80.67557648
653	80.6480729
654	80.60828969
655	80.58871217
656	80.56347339
657	80.53459726
658	80.52248868
659	80.48442355
660	80.45760189
661	80.42052806
662	80.3933191
663	80.36710373
664	80.3447807
665	80.31903127
666	80.29537656
667	80.2337779
668	80.1988058
669	80.17172504
670	80.13831815
671	80.10462984
672	80.07282051
673	80.05094276
674	80.02849957
675	79.99636013
676	79.962708
677	79.93177042
678	79.897963
679	79.86106586
680	79.82066604
681	79.79387377
682	79.76750549
683	79.7304116
684	79.69815195
685	79.67448551
686	79.65249835
687	79.63105533
688	79.56843194
689	79.55495828
690	79.53974943
691	79.51379561
692	79.48224472
693	79.45586158
694	79.40185263
695	79.36322181
696	79.32701528
697	79.29528521
698	79.27548832
699	79.23864034
700	79.20737957
701	79.17542384
702	79.12665972
703	79.10050568
704	79.07173432
705	79.02649987
706	78.99497702
707	78.96423944
708	78.94025573
709	78.91269444
710	78.84959381
711	78.80706038
712	78.7650846
713	78.74104024
714	78.69746472
715	78.65068947
716	78.58904691
717	78.55888327
718	78.53224693
719	78.49924231
720	78.46676994
721	78.44279722
722	78.42101119
723	78.39051771
724	78.37002706
725	78.33347987
726	78.30755098
727	78.2596028
728	78.2299376
729	78.19445374
730	78.1642442
731	78.13320846
732	78.09236114
733	78.06383683
734	78.02853154
735	78.00235779
736	77.97620806
737	77.9440553
738	77.90913906
739	77.87903238
740	77.82479621
741	77.76835918
742	77.7419662
743	77.70949428
744	77.68638701
745	77.65760239
746	77.60031433
747	77.57610683
748	77.54193225
749	77.5121533
750	77.49034911
751	77.46736225
752	77.44309667
753	77.4050211
754	77.37691297
755	77.33158042
756	77.3020638
757	77.26786322
758	77.23222306
759	77.20106947
760	77.1768279
761	77.14611624
762	77.10470452
763	77.07320478
764	77.0472627
765	77.01752085
766	76.97169827
767	76.95185633
768	76.92755702
769	76.88416412
770	76.8581083
771	76.82220311
772	76.79095814
773	76.756059
774	76.71215637
775	76.68670518
776	76.65769955
777	76.62985148
778	76.58333342
779	76.54715311
780	76.51990844
781	76.4947612
782	76.45367013
783	76.42214476
784	76.3508876
785	76.32235773
786	76.30124881
787	76.27984896
788	76.23693476
789	76.19242661
790	76.15921843
791	76.12414311
792	76.09798675
793	76.07943865
794	76.05541986
795	76.00536089
796	75.94552113
797	75.92653143
798	75.89015599
799	75.84770437
800	75.82285297
801	75.78950818
802	75.74310312
803	75.71246037
804	75.69358966
805	75.67315058
806	75.62346022
807	75.59131362
808	75.56409252
809	75.51525363
810	75.4811925
811	75.45532187
812	75.42510917
813	75.3923011
814	75.35526461
815	75.32643406
816	75.30217509
817	75.25484908
818	75.22441132
819	75.1962366
820	75.15971622
821	75.10462769
822	75.0756583
823	75.04531832
824	75.02635227
825	74.9939156
826	74.96365772
827	74.93014825
828	74.89831467
829	74.85999995
830	74.82171264
831	74.80068474
832	74.78117767
833	74.75931703
834	74.73630749
835	74.70932707
836	74.66631545
837	74.64416412
838	74.61904046
839	74.5902512
840	74.56685067
841	74.53860331
842	74.49313195
843	74.43779071
844	74.41861825
845	74.38983741
846	74.35990573
847	74.32564646
848	74.28667476
849	74.25295022
850	74.2187019
851	74.18813216
852	74.16222012
853	74.12744669
854	74.10232479
855	74.05937519
856	74.03480471
857	74.00899023
858	73.96931127
859	73.94715008
860	73.90726916
861	73.86992104
862	73.84745286
863	73.79970533
864	73.76231141
865	73.72541474
866	73.69188901
867	73.67169767
868	73.64746249
869	73.61632104
870	73.58742632
871	73.55393336
872	73.5266974
873	73.49014806
874	73.45409428
875	73.43400305
876	73.39990852
877	73.35512642
878	73.31202698
879	73.26960056
880	73.22831124
881	73.19686695
882	73.17234775
883	73.13174257
884	73.10955278
885	73.08111848
886	73.05262495
887	73.02251085
888	72.9812132
889	72.94091596
890	72.89954357
891	72.86355747
892	72.83523569
893	72.78074738
894	72.74694676
895	72.72237921
896	72.70288196
897	72.652835
898	72.62881465
899	72.61161779
900	72.57984463
901	72.54705909
902	72.52030271
903	72.49634653
904	72.46013591
905	72.44116626
906	72.40355216
907	72.37927677
908	72.34777509
909	72.31526909
910	72.28359794
911	72.25206783
912	72.22365682
913	72.18483952
914	72.16071657
915	72.12968253
916	72.09820265
917	72.07169453
918	72.04352756
919	72.0136998
920	71.99059233
921	71.95407386
922	71.92411785
923	71.90087929
924	71.86381236
925	71.83976191
926	71.80358984
927	71.78126124
928	71.76307919
929	71.72110986
930	71.6793502
931	71.65695388
932	71.62963062
933	71.60540772
934	71.58529352
935	71.56934734
936	71.54180063
937	71.51244559
938	71.47897137
939	71.43761185
940	71.42152522
941	71.39462252
942	71.3485437
943	71.32476116
944	71.30302939
945	71.26603968
946	71.24058884
947	71.21528834
948	71.18073762
949	71.14976382
950	71.11816497
951	71.09488789
952	71.0524091
953	71.03493416
954	71.01643943
955	70.99387228
956	70.96937155
957	70.94498633
958	70.90445871
959	70.87406583
960	70.84505029
961	70.81796697
962	70.79019565
963	70.76191403
964	70.72732044
965	70.70379935
966	70.68876273
967	70.66847814
968	70.62757903
969	70.60452749
970	70.58396722
971	70.55745904
972	70.53550221
973	70.51643432
974	70.49826855
975	70.45850978
976	70.4297476
977	70.40530039
978	70.38451836
979	70.34675245
980	70.32628053
981	70.30122188
982	70.27234527
983	70.25052922
984	70.22322572
985	70.19434891
986	70.16869167
987	70.14380469
988	70.12310934
989	70.09717054
990	70.07727603
991	70.05164896
992	70.03222785
993	69.99843183
994	69.97826475
995	69.957797
996	69.92507867
997	69.90108632
998	69.88653595
999	69.86471616
1000	69.83796932
1001	69.81518384
1002	69.77768728
1003	69.75438009
1004	69.73456205
1005	69.71031374
1006	69.69226825
1007	69.66980006
1008	69.64041364
1009	69.60749559
1010	69.57512045
1011	69.55537088
1012	69.5276495
1013	69.5063566
1014	69.49194217
1015	69.46325168
1016	69.44343806
1017	69.42494316
1018	69.38849165
1019	69.37140431
1020	69.33657821
1021	69.31446533
1022	69.29239385
1023	69.27678545
1024	69.25966363
1025	69.2422697
1026	69.22566138
1027	69.20575432
1028	69.1894446
1029	69.15474421
1030	69.13879482
1031	69.11946887
1032	69.09092457
1033	69.06660078
1034	69.03351566
1035	69.00944274
1036	68.99401368
1037	68.96995712
1038	68.95154625
1039	68.92771613
1040	68.91054006
1041	68.89085761
1042	68.87057749
1043	68.84064318
1044	68.81350991
1045	68.79583815
1046	68.7742652
1047	68.75115743
1048	68.73225524
1049	68.70854455
1050	68.69011949
1051	68.67154511
1052	68.65174989
1053	68.63266422
1054	68.61348002
1055	68.58925036
1056	68.56722295
1057	68.55128383
1058	68.53338112
1059	68.51575613
1060	68.49814062
1061	68.47787495
1062	68.4505535
1063	68.43597044
1064	68.41362957
1065	68.38965878
1066	68.37113375
1067	68.34152584
1068	68.3257283
1069	68.30740833
1070	68.29008561
1071	68.27476566
1072	68.24800957
1073	68.22499543
1074	68.20398747
1075	68.17386601
1076	68.14798541
1077	68.12203628
1078	68.09664788
1079	68.06763473
1080	68.05354293
1081	68.04027311
1082	68.0143111
1083	67.99172586
1084	67.97659742
1085	67.95029105
1086	67.92597313
1087	67.91082534
1088	67.88215441
1089	67.86696386
1090	67.85202442
1091	67.83235778
1092	67.80345086
1093	67.77913452
1094	67.75554105
1095	67.73727223
1096	67.71862541
1097	67.69005969
1098	67.66232797
1099	67.63446194
1100	67.61725533
1101	67.59944589
1102	67.58059304
1103	67.56110064
1104	67.54567216
1105	67.51837137
1106	67.50165633
1107	67.46721364
1108	67.43875484
1109	67.4091288
1110	67.39198092
1111	67.36362326
1112	67.33727452
1113	67.31375185
1114	67.2954724
1115	67.28100023
1116	67.26164209
1117	67.24535308
1118	67.22356799
1119	67.20637039
1120	67.1842228
1121	67.16610094
1122	67.14710261
1123	67.12295347
1124	67.10309222
1125	67.08680761
1126	67.05977783
1127	67.03865279
1128	67.01542138
1129	67.00096031
1130	66.97531646
1131	66.95420536
1132	66.92269229
1133	66.90615346
1134	66.8871315
1135	66.86682237
1136	66.84924356
1137	66.82840848
1138	66.81314588
1139	66.78626871
1140	66.76803165
1141	66.74605724
1142	66.73151144
1143	66.70042776
1144	66.67916968
1145	66.64925639
1146	66.63464866
1147	66.62255072
1148	66.60425203
1149	66.5892262
1150	66.56063464
1151	66.53905554
1152	66.52256555
1153	66.50500876
1154	66.48010444
1155	66.46315955
1156	66.43669918
1157	66.41696496
1158	66.38851116
1159	66.36336073
1160	66.3528641
1161	66.33568423
1162	66.30968181
1163	66.28969027
1164	66.27057099
1165	66.24719816
1166	66.23085521
1167	66.21132288
1168	66.19512325
1169	66.16652089
1170	66.1465441
1171	66.12525063
1172	66.09623096
1173	66.08090087
1174	66.06567615
1175	66.04432271
1176	66.02297932
1177	66.00236068
1178	65.98799262
1179	65.96358882
1180	65.94651849
1181	65.92847844
1182	65.90724795
1183	65.88277541
1184	65.8646475
1185	65.84608233
1186	65.83131825
1187	65.81483801
1188	65.79628553
1189	65.78181168
1190	65.76270279
1191	65.74502091
1192	65.7207483
1193	65.70180661
1194	65.68846093
1195	65.6601298
1196	65.64437633
1197	65.62771271
1198	65.61491491
1199	65.59672028
1200	65.5813222
1201	65.56097197
1202	65.53758519
1203	65.51136118
1204	65.49377991
1205	65.46666883
1206	65.45380045
1207	65.43119405
1208	65.41249119
1209	65.39002212
1210	65.36895433
1211	65.35463296
1212	65.33330901
1213	65.31872279
1214	65.30400843
1215	65.29105411
1216	65.27644619
1217	65.24617899
1218	65.22559427
1219	65.20873535
1220	65.18234715
1221	65.16363177
1222	65.14933645
1223	65.12888562
1224	65.11404486
1225	65.09678369
1226	65.07988157
1227	65.05733696
1228	65.04300106
1229	65.03095863
1230	65.01402465
1231	65.0032511
1232	64.98592359
1233	64.9568971
1234	64.93276083
1235	64.91833585
1236	64.90141437
1237	64.88285454
1238	64.86543817
1239	64.84813548
1240	64.8305174
1241	64.80529281
1242	64.78943516
1243	64.77168261
1244	64.75526853
1245	64.74044586
1246	64.71712083
1247	64.69990205
1248	64.67811254
1249	64.66461493
1250	64.64674896
1251	64.6346896
1252	64.62241767
1253	64.60405738
1254	64.58715259
1255	64.57162272
1256	64.54657194
1257	64.52965705
1258	64.51336728
1259	64.48677637
1260	64.4732635
1261	64.45831149
1262	64.44616725
1263	64.43520942
1264	64.4154429
1265	64.3985457
1266	64.37375546
1267	64.36343869
1268	64.34870717
1269	64.32920489
1270	64.3138017
1271	64.29755424
1272	64.27453868
1273	64.26218801
1274	64.24061096
1275	64.21952215
1276	64.20347498
1277	64.18816617
1278	64.17756792
1279	64.16271647
1280	64.14906805
1281	64.13432468
1282	64.12297193
1283	64.10795817
1284	64.08811816
1285	64.07136924
1286	64.05376967
1287	64.03145062
1288	64.0069379
1289	63.98900575
1290	63.96821145
1291	63.9474254
1292	63.92923393
1293	63.91656887
1294	63.89412182
1295	63.87639081
1296	63.85926835
1297	63.84590568
1298	63.82591407
1299	63.80305418
1300	63.78933381
1301	63.7781127
1302	63.76536497
1303	63.75024191
1304	63.73450058
1305	63.72189469
1306	63.70849568
1307	63.69267375
1308	63.67878647
1309	63.65734324
1310	63.64640537
1311	63.6300478
1312	63.61321598
1313	63.59982173
1314	63.5784399
1315	63.5640346
1316	63.542759
1317	63.52773397
1318	63.51199289
1319	63.49548737
1320	63.47598998
1321	63.46214095
1322	63.44811752
1323	63.43164833
1324	63.4099677
1325	63.39442186
1326	63.37909171
1327	63.35947269
1328	63.33886555
1329	63.32833222
1330	63.31390032
1331	63.30081913
1332	63.2807766
1333	63.2686338
1334	63.25529045
1335	63.23685183
1336	63.21889348
1337	63.202782
1338	63.18839228
1339	63.16775211
1340	63.14956141
1341	63.13770488
1342	63.12632487
1343	63.11273355
1344	63.10121727
1345	63.08549143
1346	63.06578108
1347	63.05167457
1348	63.04085482
1349	63.02749116
1350	63.00952135
1351	62.99414322
1352	62.9782053
1353	62.96743133
1354	62.95490044
1355	62.94062173
1356	62.92516832
1357	62.91031605
1358	62.89059656
1359	62.87825888
1360	62.86418915
1361	62.85247977
1362	62.83753653
1363	62.82324641
1364	62.80514433
1365	62.78470416
1366	62.77137003
1367	62.75566601
1368	62.73685626
1369	62.72180643
1370	62.70377962
1371	62.68452575
1372	62.6702135
1373	62.65640074
1374	62.64211781
1375	62.63122731
1376	62.61994678
1377	62.60568873
1378	62.58781753
1379	62.5740888
1380	62.5595417
1381	62.54065251
1382	62.52709499
1383	62.51302807
1384	62.50041375
1385	62.48256106
1386	62.46958479
1387	62.45142116
1388	62.43762403
1389	62.42445142
1390	62.41016409
1391	62.39962518
1392	62.38547569
1393	62.36840541
1394	62.35625418
1395	62.34294897
1396	62.32661619
1397	62.31303007
1398	62.29533416
1399	62.27761269
1400	62.26331734
1401	62.24322846
1402	62.22504501
1403	62.21407893
1404	62.20126773
1405	62.19134907
1406	62.17452382
1407	62.16366201
1408	62.14772724
1409	62.13170602
1410	62.11770659
1411	62.10570971
1412	62.08878142
1413	62.07634106
1414	62.06061833
1415	62.05072614
1416	62.03916221
1417	62.02091636
1418	62.00824576
1419	61.99415655
1420	61.97524468
1421	61.96374925
1422	61.95050427
1423	61.93700346
1424	61.91867844
1425	61.90547548
1426	61.89200619
1427	61.88245397
1428	61.87154864
1429	61.85106106
1430	61.83213129
1431	61.82122225
1432	61.79289839
1433	61.77910172
1434	61.76593883
1435	61.75539614
1436	61.74086851
1437	61.72287904
1438	61.70933879
1439	61.69669492
1440	61.68292858
1441	61.66887394
1442	61.65550079
1443	61.64130241
1444	61.62511321
1445	61.60251126
1446	61.58732964
1447	61.56302294
1448	61.54503345
1449	61.5307706
1450	61.51977694
1451	61.50773623
1452	61.49432283
1453	61.48069063
1454	61.46195379
1455	61.44755195
1456	61.43424514
1457	61.42095367
1458	61.40422983
1459	61.38871265
1460	61.37895445
1461	61.36584644
1462	61.3443767
1463	61.33146727
1464	61.31793708
1465	61.2999487
1466	61.29121733
1467	61.27762606
1468	61.26750567
1469	61.25252034
1470	61.23049902
1471	61.21715548
1472	61.19914531
1473	61.18305603
1474	61.16610767
1475	61.14242334
1476	61.12716407
1477	61.11514805
1478	61.10209859
1479	61.09053832
1480	61.07328152
1481	61.05807306
1482	61.04255957
1483	61.03016533
1484	61.02048606
1485	61.0093821
1486	60.995943
1487	60.97933859
1488	60.96171982
1489	60.949561
1490	60.93555501
1491	60.92473215
1492	60.90624433
1493	60.8959887
1494	60.88534527
1495	60.87450822
1496	60.86596541
1497	60.85271799
1498	60.83240248
1499	60.81958681
1500	60.80519588
1501	60.7828757
1502	60.76612097
1503	60.75772608
1504	60.74419182
1505	60.73063611
1506	60.71398548
1507	60.69881872
1508	60.68472588
1509	60.66290701
1510	60.64625625
1511	60.63482004
1512	60.62212351
1513	60.60595756
1514	60.58760472
1515	60.57019935
1516	60.55874878
1517	60.54592009
1518	60.5371909
1519	60.51824914
1520	60.50685216
1521	60.49546096
1522	60.48038482
1523	60.46545036
1524	60.45537651
1525	60.4353931
1526	60.42561327
1527	60.4149055
1528	60.40208067
1529	60.39356899
1530	60.38535534
1531	60.37354129
1532	60.35899632
1533	60.33826282
1534	60.32796629
1535	60.30960574
1536	60.29744802
1537	60.28388734
1538	60.27234523
1539	60.25999424
1540	60.24904737
1541	60.2369491
1542	60.22357925
1543	60.20543653
1544	60.19280084
1545	60.1782733
1546	60.16311236
1547	60.14565061
1548	60.12756682
1549	60.1183726
1550	60.1042554
1551	60.08929399
1552	60.07409196
1553	60.06312984
1554	60.04189203
1555	60.0321866
1556	60.02102768
1557	60.0050702
1558	59.99146742
1559	59.97832544
1560	59.96202859
1561	59.94646086
1562	59.93357581
1563	59.92410901
1564	59.91039443
1565	59.90032867
1566	59.8849505
1567	59.87293088
1568	59.86130152
1569	59.85141185
1570	59.83583939
1571	59.82015595
1572	59.81192504
1573	59.79699745
1574	59.78326174
1575	59.77038967
1576	59.75926481
1577	59.74447126
1578	59.73272856
1579	59.72044
1580	59.70828283
1581	59.69734729
1582	59.6824339
1583	59.66738816
1584	59.6564478
1585	59.64663944
1586	59.63078021
1587	59.61762578
1588	59.60765276
1589	59.5946247
1590	59.58186753
1591	59.56690108
1592	59.55446017
1593	59.53622098
1594	59.52452046
1595	59.5150477
1596	59.50262014
1597	59.49245044
1598	59.48171717
1599	59.46495885
1600	59.45791857
1601	59.4483276
1602	59.43436603
1603	59.42114927
1604	59.41268546
1605	59.3981098
1606	59.38584625
1607	59.37430192
1608	59.35890331
1609	59.34767168
1610	59.33076769
1611	59.31792143
1612	59.30286949
1613	59.28840708
1614	59.28114353
1615	59.27129195
1616	59.25741549
1617	59.24032649
1618	59.23103505
1619	59.21894481
1620	59.2054342
1621	59.19246619
1622	59.18185953
1623	59.16651353
1624	59.15302608
1625	59.14214739
1626	59.12984968
1627	59.12139555
1628	59.11120355
1629	59.09078993
1630	59.07552583
1631	59.06218005
1632	59.04818133
1633	59.03742146
1634	59.0233681
1635	59.01535663
1636	59.00169912
1637	58.9886565
1638	58.97292672
1639	58.96168936
1640	58.95296971
1641	58.94356244
1642	58.92977976
1643	58.91916109
1644	58.90955842
1645	58.90138758
1646	58.88707638
1647	58.86810889
1648	58.85431669
1649	58.84451593
1650	58.83189509
1651	58.81886919
1652	58.80563646
1653	58.79329828
1654	58.78334046
1655	58.76196393
1656	58.74816859
1657	58.73737825
1658	58.72136331
1659	58.7049327
1660	58.69561644
1661	58.68247037
1662	58.67335222
1663	58.66102438
1664	58.65193015
1665	58.63683269
1666	58.62645554
1667	58.61662487
1668	58.60139825
